Target,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transf,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Date,"Equity Indices, Euronext Paris, CAC 40 Index, Price Return, Close, EUR","Equity Indices, Euronext Paris, CAC All Tradable Index, Price Return, Close, EUR","FX Spot Rates, Bank of England, FRF per GBP, Fixing","FX Spot Rates, Bank of England, FRF per USD, Fixing","FX Spot Rates, Macrobond, FRF per USD","Government Benchmarks, Macrobond, 2 Year, Yield","Government Benchmarks, Macrobond, 5 Year, Yield","Government Benchmarks, Macrobond, 6 Month, Yield","Government Benchmarks, Macrobond, 1 Year, Yield","Government Benchmarks, Macrobond, 10 Year, Yield","Government Benchmarks, Macrobond, 30 Year, Yield","Interbank Rates, EURIBOR, 12 Month, Fixing","Interbank Rates, EURIBOR, 3 Month, Fixing","Interbank Rates, EURIBOR, 6 Month, Fixing","Interbank Rates, LIBOR, 1 Month, Fixing","Interbank Rates, LIBOR, 1 Week, Fixing","Interbank Rates, LIBOR, 12 Month, Fixing","Interbank Rates, LIBOR, 2 Month, Fixing","Interbank Rates, LIBOR, 3 Month, Fixing","Interbank Rates, LIBOR, 6 Month, Fixing"
1995-01-01,1881.15,1250,8.3513,5.338,5.3368,7.4,8.03,6.53,7.1,8.28,8.65,7.125,6.2461,6.6875,5.875,,7.125,6,6.25,6.6875
1995-01-02,1881.15,1250,8.3513,5.338,5.3368,7.4,8.03,6.53,7.1,8.28,8.65,7.125,6.2461,6.6875,5.875,,7.125,6,6.25,6.6875
1995-01-03,1885.91,1252,8.3731,5.3585,5.3576,7.43,8.09,6.5,7.06,8.35,8.73,7.0625,6.1602,6.625,5.8125,,7.0625,5.9375,6.17188,6.625
1995-01-04,1901.79,1258,8.3968,5.375,5.3754,7.37,8.05,6.52,6.98,8.37,8.74,7,6.0586,6.5586,5.6875,,7,5.875,6.0625,6.54688
1995-01-05,1871.53,1242,8.3736,5.3557,5.3556,7.35,8.08,6.44,6.93,8.41,8.77,6.9375,5.9609,6.4023,5.625,,6.9375,5.8125,5.98438,6.41406
1995-01-06,1886.4,1249,8.3554,5.376,5.3751,7.36,8.06,6.41,6.9,8.35,8.71,7,6,6.4375,5.625,,7,5.8125,6,6.47656
1995-01-07,1886.4,1249,8.3554,5.376,5.3751,7.36,8.06,6.41,6.9,8.35,8.71,7,6,6.4375,5.625,,7,5.8125,6,6.47656
1995-01-08,1886.4,1249,8.3554,5.376,5.3751,7.36,8.06,6.41,6.9,8.35,8.71,7,6,6.4375,5.625,,7,5.8125,6,6.47656
1995-01-09,1864.22,1239,8.3433,5.3665,5.3657,7.36,8.06,6.38,6.91,8.33,8.67,6.9727,5.9375,6.4375,5.60938,,6.9375,5.8125,5.9375,6.4375
1995-01-10,1859.19,1233,8.2716,5.3023,5.3028,7.53,8.06,6.4,6.92,8.32,8.66,7,6,6.5,5.625,,7,5.8125,6,6.5
1995-01-11,1849.13,1228,8.28,5.306,5.3056,7.47,8,6.37,6.89,8.27,8.62,6.9375,5.9375,6.4375,5.5625,,6.9375,5.75,5.9375,6.4375
1995-01-12,1844.06,1226,8.3019,5.2885,5.2914,7.45,8,6.35,6.91,8.26,8.61,6.8945,5.918,6.3125,5.5625,,6.875,5.75,5.91406,6.3125
1995-01-13,1853.98,1228,8.3173,5.3,5.2984,7.37,7.92,6.33,6.83,8.18,8.53,7,6,6.4609,5.625,,7,5.8125,6,6.5
1995-01-14,1853.98,1228,8.3173,5.3,5.2984,7.37,7.92,6.33,6.83,8.18,8.53,7,6,6.4609,5.625,,7,5.8125,6,6.5
1995-01-15,1853.98,1228,8.3173,5.3,5.2984,7.37,7.92,6.33,6.83,8.18,8.53,7,6,6.4609,5.625,,7,5.8125,6,6.5
1995-01-16,1872.81,1237,8.2974,5.285,5.2846,7.36,7.92,6.3,6.79,8.17,8.52,6.9375,5.9336,6.375,5.5625,,6.9375,5.75,5.9375,6.375
1995-01-17,1856.94,1228,8.2893,5.2926,5.2958,7.33,7.91,6.28,6.79,8.18,8.53,6.9375,5.9375,6.3594,5.5625,,6.875,5.75,5.875,6.3125
1995-01-18,1860.27,1228,8.3104,5.2865,5.2875,7.24,7.85,6.19,6.71,8.11,8.46,6.9023,5.9375,6.3516,5.5625,,6.875,5.75,5.875,6.3125
1995-01-19,1837.11,1216,8.309,5.293,5.2931,7.26,7.85,6.15,6.65,8.14,8.51,6.75,5.8125,6.1875,5.5,,6.75,5.625,5.8125,6.19531
1995-01-20,1813.33,1202,8.3096,5.2255,5.2228,7.26,7.84,6.15,6.66,8.17,8.52,6.8125,5.8555,6.25,5.5625,,6.78125,5.6875,5.82813,6.25
1995-01-21,1813.33,1202,8.3096,5.2255,5.2228,7.26,7.84,6.15,6.66,8.17,8.52,6.8125,5.8555,6.25,5.5625,,6.78125,5.6875,5.82813,6.25
1995-01-22,1813.33,1202,8.3096,5.2255,5.2228,7.26,7.84,6.15,6.66,8.17,8.52,6.8125,5.8555,6.25,5.5625,,6.78125,5.6875,5.82813,6.25
1995-01-23,1772.84,1178,8.3363,5.2265,5.2265,7.31,7.92,6.15,6.67,8.25,8.6,6.75,5.8125,6.1875,5.51563,,6.75,5.625,5.80469,6.1875
1995-01-24,1780.17,1180,8.3614,5.238,5.2359,7.27,7.86,6.07,6.62,8.21,8.56,6.6875,5.75,6.125,5.5,,6.6875,5.625,5.75,6.125
1995-01-25,1802.46,1192,8.3558,5.2542,5.2538,7.26,7.83,6.08,6.61,8.17,8.54,6.625,5.75,6.125,5.5,,6.64063,5.625,5.75,6.125
1995-01-26,1826.28,1204,8.3401,5.2338,5.2397,7.23,7.78,6.04,6.53,8.1,8.48,6.625,5.6875,6.0625,5.5,,6.625,5.5625,5.6875,6.0625
1995-01-27,1814.13,1200,8.3529,5.2468,5.2484,7.25,7.76,6.13,6.6,8.08,8.45,6.6797,5.75,6.125,5.5625,,6.6875,5.625,5.75,6.125
1995-01-28,1814.13,1200,8.3529,5.2468,5.2484,7.25,7.76,6.13,6.6,8.08,8.45,6.6797,5.75,6.125,5.5625,,6.6875,5.625,5.75,6.125
1995-01-29,1814.13,1200,8.3529,5.2468,5.2484,7.25,7.76,6.13,6.6,8.08,8.45,6.6797,5.75,6.125,5.5625,,6.6875,5.625,5.75,6.125
1995-01-30,1813.43,1200,8.3326,5.239,5.2409,7.29,7.79,6.17,6.67,8.08,8.45,6.7422,5.8125,6.1875,5.5625,,6.75,5.6875,5.8125,6.1875
1995-01-31,1797.9,1191,8.3441,5.2578,5.2583,7.27,7.78,6.14,6.61,8.09,8.47,6.75,5.875,6.25,5.57031,,6.75,5.71094,5.86719,6.25
1995-02-01,1827.78,1207,8.3437,5.2758,5.2759,7.21,7.73,6.09,6.54,8.05,8.43,6.6875,5.8125,6.1875,5.5625,,6.6875,5.6875,5.8125,6.1875
1995-02-02,1816.1,1202,8.3329,5.2673,5.2683,7.2,7.75,6.05,6.76,8.1,8.48,6.6875,5.8086,6.1836,5.5625,,6.6875,5.67969,5.8125,6.1875
1995-02-03,1842.43,1215,8.2804,5.292,5.2959,7.17,7.72,6.13,6.73,8.03,8.41,6.625,5.75,6.125,5.5,,6.625,5.625,5.75,6.125
1995-02-04,1842.43,1215,8.2804,5.292,5.2959,7.17,7.72,6.13,6.73,8.03,8.41,6.625,5.75,6.125,5.5,,6.625,5.625,5.75,6.125
1995-02-05,1842.43,1215,8.2804,5.292,5.2959,7.17,7.72,6.13,6.73,8.03,8.41,6.625,5.75,6.125,5.5,,6.625,5.625,5.75,6.125
1995-02-06,1872.11,1232,8.2772,5.3042,5.3057,7.12,7.67,6.04,6.69,7.99,8.37,6.6133,5.75,6.0703,5.5,,6.625,5.625,5.75,6.0625
1995-02-07,1870.44,1232,8.2739,5.314,5.314,7.06,7.61,5.96,6.61,7.93,8.31,6.5625,5.7344,6.0625,5.5,,6.5625,5.5625,5.6875,6.0625
1995-02-08,1850.91,1223,8.2247,5.2967,5.2965,7.05,7.6,5.93,6.61,7.95,8.32,6.5586,5.6875,6,5.5,,6.5625,5.5625,5.6875,6.0625
1995-02-09,1874.44,1236,8.2343,5.293,5.2926,7.01,7.57,5.87,6.57,7.92,8.3,6.5586,5.6875,6,5.5,,6.5625,5.5625,5.6875,6.0625
1995-02-10,1869.4,1235,8.235,5.2765,5.2763,7.05,7.65,5.9,6.63,7.96,8.34,6.5039,5.6875,6,5.5,,6.5,5.5625,5.6875,6
1995-02-11,1869.4,1235,8.235,5.2765,5.2763,7.05,7.65,5.9,6.63,7.96,8.34,6.5039,5.6875,6,5.5,,6.5,5.5625,5.6875,6
1995-02-12,1869.4,1235,8.235,5.2765,5.2763,7.05,7.65,5.9,6.63,7.96,8.34,6.5039,5.6875,6,5.5,,6.5,5.5625,5.6875,6
1995-02-13,1850.31,1225,8.2267,5.2607,5.261,7.11,7.71,5.97,6.7,8.02,8.42,6.5625,5.75,6.0625,5.54688,,6.5625,5.625,5.75,6.0625
1995-02-14,1856.09,1229,8.167,5.246,5.2473,7.1,7.71,5.93,6.68,7.99,8.39,6.5625,5.75,6.0625,5.5,,6.5625,5.625,5.75,6.0625
1995-02-15,1861.9,1228,8.1861,5.2374,5.2343,7.12,7.72,5.98,6.71,7.97,8.37,6.625,5.7813,6.125,5.5,,6.625,5.625,5.75,6.125
1995-02-16,1835,1216,8.1749,5.1848,5.1847,7.12,7.7,5.97,6.72,8,8.39,6.625,5.75,6.125,5.5,,6.625,5.625,5.75,6.125
1995-02-17,1822.47,1210,8.1544,5.1725,5.1785,7.1,7.69,5.99,6.7,7.97,8.37,6.6875,5.8125,6.1875,5.5625,,6.6875,5.6875,5.8125,6.1875
1995-02-18,1822.47,1210,8.1544,5.1725,5.1785,7.1,7.69,5.99,6.7,7.97,8.37,6.6875,5.8125,6.1875,5.5625,,6.6875,5.6875,5.8125,6.1875
1995-02-19,1822.47,1210,8.1544,5.1725,5.1785,7.1,7.69,5.99,6.7,7.97,8.37,6.6875,5.8125,6.1875,5.5625,,6.6875,5.6875,5.8125,6.1875
1995-02-20,1802.24,1197,8.1201,5.1263,5.127,7.1,7.67,5.98,6.7,7.97,8.37,6.6875,5.8125,6.1875,5.5625,,6.6875,5.6875,5.8125,6.1875
1995-02-21,1805.62,1197,8.1459,5.154,5.1538,7.19,7.75,6.03,6.78,8.05,8.44,6.6875,5.8125,6.1875,5.5625,,6.6875,5.6875,5.8125,6.1875
1995-02-22,1804.37,1196,8.1546,5.1335,5.1344,7.25,7.78,6.1,6.86,8.07,8.46,6.8203,5.9375,6.3125,5.625,,6.8125,5.8125,5.9375,6.3125
1995-02-23,1827.01,1208,8.1873,5.1428,5.1423,7.12,7.68,6.01,6.71,7.97,8.36,6.75,5.875,6.2109,5.5625,,6.75,5.75,5.875,6.20313
1995-02-24,1805.74,1199,8.1857,5.1792,5.177,7.17,7.71,6.05,6.79,8.01,8.39,6.75,5.875,6.25,5.57813,,6.75,5.75,5.875,6.25
1995-02-25,1805.74,1199,8.1857,5.1792,5.177,7.17,7.71,6.05,6.79,8.01,8.39,6.75,5.875,6.25,5.57813,,6.75,5.75,5.875,6.25
1995-02-26,1805.74,1199,8.1857,5.1792,5.177,7.17,7.71,6.05,6.79,8.01,8.39,6.75,5.875,6.25,5.57813,,6.75,5.75,5.875,6.25
1995-02-27,1802.17,1196,8.1311,5.1388,5.1383,7.17,7.66,6.31,6.88,7.94,8.33,7,6.2109,6.5,6.0625,,6.98438,6.125,6.21875,6.5
1995-02-28,1776.85,1184,8.1382,5.1485,5.1474,7.24,7.7,6.49,6.97,8,8.39,6.9414,6.3047,6.5117,6.1875,,7,6.25,6.375,6.625
1995-03-01,1808.36,1198,8.1307,5.147,5.1432,7.18,7.66,6.63,6.91,7.95,8.34,7,6.4375,6.625,6.3125,,7,6.375,6.4375,6.625
1995-03-02,1807.35,1198,8.1557,5.131,5.1285,7.2,7.7,6.64,6.91,7.99,8.38,7,6.418,6.625,6.25,,7,6.375,6.4375,6.625
1995-03-03,1795.24,1192,8.1973,5.0445,5.0436,7.23,7.77,6.75,6.98,8.07,8.46,7,6.5,6.6875,6.3125,,7.01563,6.4375,6.5,6.6875
1995-03-04,1795.24,1192,8.1973,5.0445,5.0436,7.23,7.77,6.75,6.98,8.07,8.46,7,6.5,6.6875,6.3125,,7.01563,6.4375,6.5,6.6875
1995-03-05,1795.24,1192,8.1973,5.0445,5.0436,7.23,7.77,6.75,6.98,8.07,8.46,7,6.5,6.6875,6.3125,,7.01563,6.4375,6.5,6.6875
1995-03-06,1773.25,1181,8.1707,4.9785,4.9785,7.31,7.82,7.06,7.11,8.12,8.51,7.207,6.875,6.9453,6.875,,7.25,6.875,6.875,6.95313
1995-03-07,1748.61,1168,8.0638,4.9648,4.9689,7.5,7.94,7.53,7.48,8.27,8.66,7.25,7.25,7.1875,7.25,,7.25,7.25,7.25,7.1875
1995-03-08,1756.76,1170,8.0094,4.938,4.932,7.55,7.97,8.27,7.57,8.23,8.61,8,8.5625,8.4219,9.25,,8,9,8.75,8.34375
1995-03-09,1727.07,1157,8.0156,4.9525,4.9519,7.61,7.99,8.32,7.55,8.24,8.64,8,8.75,8.4844,8.78125,,8,8.75,8.8125,8.375
1995-03-10,1743.1,1164,7.9701,5.038,5.0345,7.57,7.94,8.22,7.54,8.18,8.57,8.0313,8.75,8.4766,8.75,,7.9375,8.75,8.75,8.375
1995-03-11,1743.1,1164,7.9701,5.038,5.0345,7.57,7.94,8.22,7.54,8.18,8.57,8.0313,8.75,8.4766,8.75,,7.9375,8.75,8.75,8.375
1995-03-12,1743.1,1164,7.9701,5.038,5.0345,7.57,7.94,8.22,7.54,8.18,8.57,8.0313,8.75,8.4766,8.75,,7.9375,8.75,8.75,8.375
1995-03-13,1721.8,1154,7.9883,5.02,5.02,7.71,7.99,8.59,7.74,8.24,8.63,8,9,8.5078,9,,8.01563,8.96875,8.96875,8.53125
1995-03-14,1768.99,1175,7.9734,5.022,5.0207,7.53,7.83,8.28,7.48,8.03,8.42,8.0625,8.8438,8.5672,8.75,,8,8.75,8.75,8.4375
1995-03-15,1738.6,1162,7.9131,4.9488,4.9493,7.5,7.79,8.25,7.53,8.03,8.41,7.8125,8.3359,8.2227,8.25,,7.75,8.25,8.25,8.125
1995-03-16,1785.76,1182,7.882,4.951,4.9553,7.57,7.76,8.4,7.57,7.95,8.33,7.8789,8.5547,8.3438,8.5625,,7.79688,8.5625,8.5625,8.34375
1995-03-17,1788.83,1185,7.8511,4.9543,4.9549,7.64,7.83,8.61,7.67,8,8.37,7.9844,8.6484,8.4844,8.67188,,8,8.65625,8.625,8.5
1995-03-18,1788.83,1185,7.8511,4.9543,4.9549,7.64,7.83,8.61,7.67,8,8.37,7.9844,8.6484,8.4844,8.67188,,8,8.65625,8.625,8.5
1995-03-19,1788.83,1185,7.8511,4.9543,4.9549,7.64,7.83,8.61,7.67,8,8.37,7.9844,8.6484,8.4844,8.67188,,8,8.65625,8.625,8.5
1995-03-20,1811.57,1197,7.8738,4.9762,4.9779,7.6,7.79,8.43,7.68,7.97,8.33,8.0156,8.6836,8.5078,8.625,,8,8.625,8.625,8.45313
1995-03-21,1813.78,1198,7.9011,4.9985,5.0001,7.43,7.69,8.19,7.39,7.88,8.25,7.8047,8.5,8.3594,8.5,,7.8125,8.5,8.5,8.34375
1995-03-22,1817.98,1198,7.9178,4.986,4.9855,7.44,7.74,8.1,7.41,7.93,8.32,7.6328,8.1914,8.0078,8.23438,,7.625,8.23438,8.25,8
1995-03-23,1795.66,1187,7.9227,4.9672,4.9762,7.53,7.77,8.23,7.5,7.96,8.35,7.8047,8.4688,8.25,8.4375,,7.75,8.4375,8.4375,8.25
1995-03-24,1817.29,1198,7.9288,4.972,4.9708,7.3,7.62,7.86,7.23,7.87,8.27,7.6875,8.25,8,8.28125,,7.65625,8.28125,8.28125,8.04688
1995-03-25,1817.29,1198,7.9288,4.972,4.9708,7.3,7.62,7.86,7.23,7.87,8.27,7.6875,8.25,8,8.28125,,7.65625,8.28125,8.28125,8.04688
1995-03-26,1817.29,1198,7.9288,4.972,4.9708,7.3,7.62,7.86,7.23,7.87,8.27,7.6875,8.25,8,8.28125,,7.65625,8.28125,8.28125,8.04688
