1998-04-30,57156,521,25479,24982.105,96.178407,89.469194,94.825648,100.027635,92.355373,100.425453,99.854208,104.08109,99.860972,6.0178,4.96,3.30E+12,1.78E+12,3.30E+12,78.36,51.85,94.38,149.21,67.62,75.74,84.47,101.59,65.7,70.65,110.52,67.19,70.73,78.9,102.14,103.37,1771000,2004000,88400,111.792,-5.9,-8.8,14.2,35,-14,-12.5,-30.5,109.5,3.08E+11,6.41E+11,8.98E+11,82.39,166110,156739,156739,23466000000,21449000000,2017000000,104.19,101.12,99.84872,0.927257,3.486363636,3.571818182,1.388181818,9.966666667
1998-05-31,56349,482,26690,26169.488,97.278767,90.746038,95.621529,99.962562,93.639771,101.628917,100.444454,103.809562,100.986213,5.9828,5.01,3.27E+12,1.74E+12,3.27E+12,78.38,51.87,94.38,149.19,67.62,76.15,84.47,101.68,65.37,70.69,110.88,67.3,70.52,78.7,103.44,104.98,1804000,1822000,88400,112.878,-5,-7.8,7.3,35.4,-13.3,-12.2,-27.3,110.5,3.07E+11,6.40E+11,8.90E+11,83.86,137258,164928,164928,23037000000,21266000000,1771000000,105.24,101.96,101.01668,0.907307,3.483809524,3.532380952,1.477619048,9.933333333
1998-06-30,55487,483,30110,29522.791,97.380925,90.600326,95.313911,99.873415,93.591444,101.563706,100.255885,103.82584,101.028159,6.046,4.86,3.29E+12,1.78E+12,3.29E+12,78.44,51.87,94.32,149.16,67.62,76.48,84.55,101.7,65.29,70.72,110.92,67.67,70.38,78.5,102.75,104.22,1788000,2039000,88400,111.308,-6.7,-8.3,6.2,32,-11.7,-16.5,-27,113.5,3.19E+11,6.51E+11,8.96E+11,82.08,101511,156651,156651,22558000000,21160000000,1398000000,105.41,101.96,100.97901,0.915891,3.479545455,3.495454545,1.364545455,9.9
1998-07-31,54577,448,31013,30408.181,97.135069,90.524988,95.45411,100.028017,93.705849,101.01154,99.971518,103.414836,100.676679,5.9598,4.78,3.30E+12,1.75E+12,3.30E+12,78.18,51.92,88.95,149.11,67.65,76.03,84.4,101.71,65.38,70.72,110.64,67.87,70.71,78.5,103.35,105.33,1718000,2112000,88400,109.741,-3.7,-7.1,5.6,31.2,-10.6,-7.6,-21.6,114.5,3.15E+11,6.42E+11,8.99E+11,83.34,238933,158645,158645,22568000000,21183000000,1385000000,104.97,101.48,100.98452,0.918969,3.473043478,3.498695652,1.281304348,9.866666667
1998-08-31,54255,491,29002,28436.399,97.760642,91.231023,95.787428,99.991543,94.333174,101.81031,100.463557,103.563367,101.415567,5.91,4.52,3.28E+12,1.75E+12,3.28E+12,78.23,51.96,91.75,149.12,67.65,75.54,84.61,101.69,65.42,70.8,110.37,68.04,70.56,78.4,100.71,102.65,1407000,1862000,88400,108.463,-3.5,-6.8,5.8,31.5,-9.8,-7.4,-20.3,113,3.04E+11,6.29E+11,8.79E+11,84.31,143670,162264,162264,22892000000,21036000000,1856000000,105.6,102.08,101.57721,0.91397,3.478095238,3.499047619,1.020952381,9.833333333
1998-09-30,53862,489,34382,33711.478,99.258342,93.78837,96.384445,100.066951,95.445248,103.973539,101.031011,103.723755,102.41488,5.6048,4.2,3.33E+12,1.78E+12,3.33E+12,78.2,51.99,94.46,149.07,68.77,75.44,84.65,101.02,65.51,70.26,110.46,67.87,70.29,78.2,102.53,104.34,1646000,2079000,88400,104.479,-2.4,-6.6,6,33.8,-13,-4.2,-19.5,111.6,3.13E+11,6.39E+11,8.81E+11,84.78,173070,194645,194645,23102000000,20929000000,2173000000,106.8,102.9,103.25912,0.869992,3.471363636,3.471818182,0.728181818,9.8
1998-10-31,52982,470,31936,31313.18,99.968436,94.801493,97.107582,100.138721,96.109896,104.751744,101.654952,103.703027,102.816869,5.5569,4.17,3.36E+12,1.83E+12,3.36E+12,78.16,52.05,94.46,149.03,68.76,75.21,84.85,101.16,65.65,70.25,110.33,67.66,70.14,78.1,102.64,104.07,1862000,2015000,88400,101.406,-1.8,-6.1,18.9,44.5,-16.2,-4.3,-18.1,109,3.10E+11,6.37E+11,8.91E+11,84.83,174210,161006,161006,22350000000,21327000000,1023000000,107.29,103.26,103.85616,0.83771,3.449090909,3.435454545,0.734545455,9.8
1998-11-30,52630,474,40083,39301.296,98.895686,93.917056,96.84671,100.137304,95.345743,103.54804,101.262189,103.609633,101.828223,5.6712,4.18,3.36E+12,1.84E+12,3.36E+12,78.11,52.09,94.22,149.02,68.75,75.42,84.43,101.28,65.56,70.29,109.81,67.67,70.05,78.1,103.22,104.39,1544000,2090000,88400,100.793,-2.1,-7.2,14.6,44.4,-17.6,-2.6,-18.8,107.6,3.08E+11,6.33E+11,8.83E+11,84.9,178715,171335,171335,23458000000,21112000000,2346000000,106.2,102.47,103.05591,0.859616,3.447142857,3.447142857,0.732857143,9.8
1998-12-31,51968,464,64897,63631.37,99.129118,94.292132,97.028828,100.102842,95.555568,103.77818,101.441081,103.62318,102.038562,5.586,3.91,3.27E+12,1.80E+12,3.27E+12,78.19,52.08,94.53,149.02,68.75,75.63,84.48,101.38,65.56,70.31,110.26,67.7,70.02,77.9,102.46,103.62,1387000,2222000,88400,100.238,-2.8,-7.8,17.5,44.5,-15.8,-5.4,-19.2,105.4,3.26E+11,6.54E+11,8.75E+11,85.19,169836,169921,169921,22542000000,21230000000,1312000000,106.44,102.55,103.19182,0.853733,3.144782609,3.114347826,0.795652174,9.8
1999-01-31,51257,522,41974,41974,98.69191,94.305906,96.998494,100.131355,95.192998,103.280604,101.086176,103.255913,101.224921,5.7761,3.77,3.55E+12,1.91E+12,3.55E+12,77.97,53.27,88.38,149,68.8,76.1,84.08,101.36,65.31,70.32,109.74,67.85,70.04,77.9,102.73,104.76,1669000,2034000,92200,100.33,-2,-6.8,13.7,36.5,-22.6,-3.3,-16.8,103.1,3.38E+11,6.72E+11,8.96E+11,83.94,156583,175154,175154,22423000000,20954000000,1469000000,105.8,101.82,103.11762,0.86156,3.081428571,3.021428571,0.748571429,9.833333333
1999-02-28,50667,480,29463,29463,98.008379,94.095616,96.82257,100.12596,94.767758,103.148503,101.034363,103.37636,100.915408,5.9755,3.93,3.53E+12,1.87E+12,3.53E+12,78.21,53.45,91.41,148.98,68.82,75.98,84.46,101.35,65.34,70.43,110.23,68.14,70.12,77.8,102.42,103.36,1550000,2227000,93200,98.031,-2.6,-6.1,8.5,37.2,-20.4,-5.8,-16.7,104.3,3.30E+11,6.62E+11,8.94E+11,81.97,157739,169548,169548,22036000000,20845000000,1191000000,105.09,101.1,102.33171,0.89236,3.041,2.961,0.969,9.866666667
1999-03-31,50816,540,27564,27564,96.941007,92.948412,96.314259,100.128714,93.720549,101.787469,100.429924,103.390854,99.718133,6.0759,4.13,3.54E+12,1.90E+12,3.54E+12,78.47,53.53,94.45,150.2,68.82,76.13,84.71,101.54,65.51,70.62,109.79,68.16,70.22,78,102.37,103.81,1685000,2130000,93200,101.601,-4.1,-6.9,8.3,34.9,-19.8,-8.7,-17.6,101.9,3.30E+11,6.62E+11,9.00E+11,84.45,206190,170590,170590,22907000000,21477000000,1430000000,104.42,100.52,101.53242,0.918917,2.979565217,2.976086957,1.153913043,9.9
1999-04-30,50251,506,27353,27353,95.901866,92.338769,96.154909,100.143631,93.260492,100.932022,100.181036,103.348259,99.042218,6.2001,3.98,3.54E+12,1.90E+12,3.54E+12,78.69,53.59,94.48,150.17,68.82,76.23,84.89,101.81,65.76,70.61,110.21,68.44,70.68,78.2,103.19,104.89,1726000,2013000,86200,101.774,-4.5,-5.9,22.6,40.9,-15,-12.8,-17.7,102.3,3.28E+11,6.61E+11,9.13E+11,85.2,186656,173564,173564,22710000000,21511000000,1199000000,103.62,99.86,100.69851,0.934256,2.626363636,2.614090909,1.365909091,9.866666667
1999-05-31,50194,498,26835,26835,95.504126,92.062482,95.979477,100.153787,93.069551,100.472372,99.812649,103.232658,98.672392,6.2899,4.16,3.50E+12,1.89E+12,3.50E+12,78.7,53.62,94.47,150.11,68.78,76.45,85.04,101.86,65.4,70.68,109.92,68.41,70.81,78.1,103.59,105.49,1805000,1742000,86200,102.855,-4.9,-4.9,11.6,40.8,-13.7,-14.9,-19,103.5,3.30E+11,6.61E+11,9.11E+11,85.02,148480,170468,170468,22211000000,20902000000,1309000000,103.26,99.58,100.17986,0.940975,2.531428571,2.525238095,1.634761905,9.833333333
1999-06-30,50053,482,29406,29406,94.498633,91.303902,95.681224,100.143424,92.363358,99.635986,99.545193,103.283668,97.922777,6.3607,4.47,3.55E+12,1.93E+12,3.55E+12,78.69,53.66,94.49,149.33,68.78,76.31,85.06,101.85,65.42,70.66,109.84,68.62,70.87,78.2,105.03,106.69,1754000,2017000,90200,106.482,-5.3,-5.1,9.4,38.7,-13.1,-16.1,-21.6,104.6,3.39E+11,6.67E+11,9.20E+11,84.68,104737,158886,158886,23432000000,22127000000,1305000000,102.38,98.87,99.19703,0.963647,2.520454545,2.527272727,1.942727273,9.8
1999-07-31,49688,503,27746,27746,94.310177,91.388585,95.821635,100.145239,92.411427,99.234676,99.294709,102.704437,97.522558,6.1288,4.81,3.53E+12,1.92E+12,3.53E+12,78.48,53.71,89.02,149.29,68.79,75.71,84.67,101.9,65.56,70.6,109.83,69.12,71.44,78.5,105.28,106.92,1723000,2002000,92200,110.266,-3.7,-4.9,5,40.9,-12,-11.5,-19.9,108.5,3.47E+11,6.79E+11,9.21E+11,87.63,292625,191328,191328,24249000000,22350000000,1899000000,101.95,98.49,99.22418,0.966283,2.474545455,2.470454545,2.339545455,9.7
1999-08-31,49700,490,28098,28098,94.9084,91.989177,95.961742,100.152129,92.799749,99.828077,99.469324,102.777934,97.884887,6.2101,5.01,3.50E+12,1.89E+12,3.50E+12,78.61,53.75,92.18,149.25,68.79,75.02,84.96,101.82,65.76,70.67,109.49,69.31,71.69,78.7,103.33,104.61,1495000,1893000,93200,109.133,-3.7,-4.7,5,40.3,-11.2,-11.6,-19.9,110.8,3.36E+11,6.71E+11,9.19E+11,87.46,179072,199103,199103,23667000000,22534000000,1133000000,102.55,98.8,99.73889,0.943179,2.508181818,2.531818182,2.478181818,9.6
1999-09-30,49395,479,33120,33120,94.189894,91.369003,95.595034,100.140078,92.082218,98.97442,99.053204,102.846733,96.974337,6.1593,5.19,3.49E+12,1.88E+12,3.49E+12,78.74,53.73,94.47,149.2,69.76,75.16,84.88,101.86,65.9,70.73,109.27,68.87,71.79,79,106.14,107.77,1658000,1991000,95600,112.356,-2.5,-6.2,4.2,33.1,-6.5,-6.5,-18.3,113.5,3.35E+11,6.63E+11,9.23E+11,85.47,157440,184632,184632,24217000000,22848000000,1369000000,101.82,98.12,98.8233,0.952413,2.509545455,2.518181818,2.671818182,9.5
1999-10-31,48961,470,34148,34148,94.599521,91.953981,95.669012,100.153074,92.537733,99.50589,99.171006,102.910142,97.385279,6.241,5.43,3.54E+12,1.89E+12,3.54E+12,78.79,53.73,94.63,149.02,69.76,75.59,84.97,101.68,65.64,70.81,109.33,68.71,71.99,79.3,107.46,109.36,1863000,2019000,99600,113.768,-1.4,-4.4,11.9,37.8,-9.3,-4.7,-15.9,114.7,3.37E+11,6.64E+11,9.19E+11,86.32,188835,183289,183289,24787000000,23305000000,1482000000,102.25,98.47,99.40767,0.934114,2.675714286,2.765714286,2.664285714,9.366666667
1999-11-30,48749,452,31971,31971,93.290193,90.905598,95.383932,100.1372,91.626241,98.260631,98.76069,102.779104,96.315327,6.5147,5.15,3.63E+12,1.92E+12,3.63E+12,78.82,53.77,94.58,148.4,69.76,75.98,84.57,101.69,65.7,70.83,108.96,68.7,72.01,79.6,107.54,109.26,1712000,2159000,96600,115.667,0,-3.5,2.2,38.8,-12.3,-1,-11.5,117.6,3.36E+11,6.61E+11,9.29E+11,87.46,183590,174980,174980,24644000000,23998000000,646000000,100.96,97.44,98.36029,0.967446,2.819090909,2.833636364,2.316363636,9.233333333
1999-12-31,48343,446,33788,33788,92.270037,90.03415,95.032736,100.129022,90.873079,97.460748,98.538941,102.924355,95.668075,6.5442,5.27,3.63E+12,1.93E+12,3.63E+12,79.17,53.77,94.6,148.4,69.74,76.33,84.62,101.79,66.05,70.9,109.49,68.93,72.89,79.9,106.61,108.33,1558000,2200000,94600,114.492,-0.2,-3.4,5.3,38.6,-0.1,-1.9,-12.8,116.9,3.59E+11,6.88E+11,9.33E+11,89.02,186476,175188,175188,24132000000,24519000000,-387000000,100.25,96.92,97.38853,0.989142,2.956956522,3.042173913,2.227826087,9.1
2000-01-31,47947,437,29000,30662,92.4449,90.084494,94.821909,100.136265,90.91805,97.442904,98.438653,102.942863,95.663721,6.7045,5.66,3.62E+12,1.93E+12,3.62E+12,79.17,55.09,91.36,148.36,69.75,76.5,84.34,101.77,65.92,71.19,109.3,69.07,73.2,80.3,107.41,109.13,1719000,2147000,91942.726,113.863,-0.3,-4.4,-4.2,40.9,1.5,-1,-11.1,116.3,3.53E+11,6.84E+11,9.43E+11,88.68,169634,177560,177560,25521000000,24937000000,584000000,100.08,96.88,97.38155,0.986733,3.082857143,3.178095238,2.481904762,8.966666667
2000-02-29,47543,456,29700,30370,91.43878,89.480159,94.671042,100.138903,90.455445,96.456254,97.958524,102.596643,94.852243,6.8132,5.62,3.68E+12,1.92E+12,3.68E+12,79.27,55.16,89.44,148.33,69.75,76.79,84.18,101.79,66.16,71.25,109.67,69.41,73.45,80.6,107.72,109.6,1643000,2123000,91942.726,116.094,-1.2,-5.2,-2,42.5,1,-3.3,-13.6,116.8,3.49E+11,6.77E+11,9.42E+11,90.66,181552,174668,174668,25886000000,25905000000,-19000000,99.14,96.19,96.57783,1.016965,3.284285714,3.361428571,2.258571429,8.833333333
2000-03-31,46788,445,33100,30217,90.537123,88.7826,94.484217,100.133084,89.840047,95.808929,97.928738,102.744974,94.278751,6.8551,5.43,3.74E+12,1.95E+12,3.74E+12,79.64,55.22,94.27,148.32,69.75,76.76,84.98,101.78,66.39,71.49,109.12,69.35,73.87,81,108.44,110.2,1874000,2105000,91942.726,117.39,-0.5,-3,-3.9,39.4,7.3,-3.2,-13.7,118.4,3.51E+11,6.80E+11,9.61E+11,89.84,211015,178539,178539,25835000000,25990000000,-155000000,98.61,95.74,95.94617,1.037009,3.47173913,3.537391304,1.892608696,8.7
2000-04-30,45985,342,30900,31172,89.488448,88.108881,94.135845,100.133782,89.19317,94.883338,97.355786,102.57812,93.393745,7.1982,5.33,3.76E+12,1.96E+12,3.76E+12,79.64,55.16,94.6,141.37,69.76,77.42,85.09,101.9,66.18,71.5,109.15,69.62,73.67,81.3,109.06,110.81,1772000,1929000,91890.125,117.373,0.9,-3.9,-9.7,42.6,2.1,3.8,-10,118.7,3.60E+11,6.91E+11,9.82E+11,91.64,185264,183566,183566,26183000000,25810000000,373000000,97.76,94.92,95.36002,1.056359,3.662,3.7245,1.6055,8.566666667
2000-05-31,45894,428,36000,32305,88.664663,87.326716,94.242717,100.141607,88.548958,94.0749,97.495902,102.683806,92.731485,7.0731,5.5,3.76E+12,1.97E+12,3.76E+12,79.8,55.19,94.49,140.9,69.76,77.76,85.16,102.03,66.45,71.65,109.23,69.67,73.82,81.7,110.41,112.57,1823000,1843000,92916.426,120.563,0.6,-3.4,-11.1,40.3,-0.8,0.6,-9.5,119.3,3.56E+11,6.87E+11,9.80E+11,93.03,196549,167576,167576,27141000000,27038000000,103000000,96.94,94.26,94.69402,1.104003,4.02173913,4.170869565,1.329130435,8.433333333
2000-06-30,45225,453,33500,34755,90.244747,88.861016,95.055587,100.156575,89.959671,95.620109,98.250887,102.558469,94.117255,6.843,5.32,3.71E+12,1.96E+12,3.71E+12,80,55.18,94.66,140.79,69.8,77.78,85.16,102.14,66.54,71.71,109.23,69.92,74.61,82,108.97,110.93,1764000,1949000,89916.426,116.656,-0.6,-3,-12.6,40.1,6.2,-1.5,-9.9,119.9,3.65E+11,6.96E+11,9.76E+11,91.19,183697,178463,178463,26940000000,27086000000,-146000000,98.44,95.46,96.37492,1.053652,4.261363636,4.313636364,1.006363636,8.3
2000-07-31,44834,454,37000,34876,89.793023,88.535731,94.89666,100.157628,89.702438,94.961644,97.905358,102.2712,93.596849,7.079,5.4,3.73E+12,1.94E+12,3.73E+12,79.87,55.21,88.62,140.77,69.8,77.59,84.93,102.21,66.7,71.77,109.32,70.59,75.08,82.3,110.26,112.16,1836000,1952000,94969.027,114.823,0.1,-3.5,-11.6,41.3,5.6,0.3,-8.8,119.1,3.68E+11,7.06E+11,9.92E+11,91.19,186842,179598,179598,27126000000,27883000000,-757000000,97.85,94.92,96.06901,1.064348,4.305714286,4.331428571,1.068571429,8.2
2000-08-31,44769,459,28800,33107,88.440763,87.365246,94.435824,100.149902,88.635128,93.762077,97.519958,102.322687,92.553898,7.3779,5.36,3.79E+12,1.95E+12,3.79E+12,80.02,55.25,92.1,140.74,69.8,77.49,85.32,102,67.01,71.87,109.27,70.81,74.62,82.4,109.28,110.86,1614000,1960000,97995.327,111.444,-2,-5,-6,40.9,13.7,-4.9,-12.5,118.7,3.61E+11,7.02E+11,9.89E+11,91.3,156576,171211,171211,27909000000,28570000000,-661000000,96.71,94.04,94.98805,1.106222,4.505217391,4.661304348,0.698695652,8.1
2000-09-30,44414,430,32700,35644,87.480622,86.53404,94.464888,100.152554,87.886843,92.856055,97.550443,102.431737,91.779458,7.4334,5.42,3.73E+12,1.98E+12,3.73E+12,80.43,55.26,94.93,139.72,70.41,77.71,85.55,101.89,67.79,72.01,109.2,70.21,75.51,83.1,109.56,111.53,1709000,1787000,96969.027,115.939,-3.9,-6.5,-0.5,43.7,19.2,-9.3,-18,118.2,3.63E+11,7.02E+11,9.86E+11,91.97,150191,185931,185931,27723000000,28659000000,-936000000,95.77,93.34,93.95178,1.146944,4.721428571,4.807619048,0.612380952,8
2000-10-31,44437,407,35600,34763,86.622232,85.95281,94.029616,100.157046,87.33579,91.991593,96.903201,102.244296,90.978372,7.7387,5.36,3.75E+12,1.98E+12,3.75E+12,80.33,55.29,94.85,139.02,70.48,77.99,85.79,101.85,67.48,72.12,109.17,70.05,75.06,83.3,110.77,112.75,1840000,2236000,93969.027,114.652,-1.4,-4.7,-2.2,49.4,17.2,-4.3,-15.1,120.2,3.59E+11,6.99E+11,9.85E+11,91.24,184721,178862,178862,28454000000,29886000000,-1432000000,94.96,92.62,93.6549,1.16983,4.869090909,4.935909091,0.424090909,7.9
2000-11-30,44321,380,33300,34776,87.208036,86.325507,94.355813,100.157722,87.657929,92.41503,97.323789,102.353125,91.357469,7.5351,5.29,3.73E+12,1.98E+12,3.73E+12,80.51,55.3,94.69,139.24,70.48,78.58,85.49,101.67,68,72.14,109.01,70,75.3,83.4,110.58,112.67,1760000,2020000,92969.027,115.499,-0.9,-4,-7.6,46.8,19.4,-3,-13.3,117.7,3.59E+11,7.01E+11,9.90E+11,91.06,176351,176668,176668,28571000000,29299000000,-728000000,95.27,92.97,93.98486,1.167826,4.919090909,5.001363636,0.288636364,7.8
2000-12-31,43968,397,31400,36130,88.916139,87.785554,94.745124,100.181677,88.932711,93.687756,97.369949,101.909218,92.401883,6.9868,5.04,3.74E+12,2.00E+12,3.74E+12,80.47,55.29,94.89,137.83,70.48,78.67,85.65,101.84,67.79,72.16,109.27,70.16,74.97,83,111.6,114.3,1625000,1955000,90969.027,116.863,1.2,-2.4,-10.6,50,13.8,2.5,-7,117.2,3.83E+11,7.29E+11,9.99E+11,90.82,151492,191250,191250,29340000000,30006000000,-666000000,96.56,94.02,95.23777,1.114927,4.883333333,4.88047619,0.15952381,7.7
2001-01-31,43852,402,28900,32305,90.096805,89.631208,95.441175,100.202712,90.6129,95.304689,98.050632,101.882287,93.868543,7.0537,4.94,3.90E+12,2.05E+12,3.90E+12,80.13,56.53,90.45,137.58,70.71,79.21,85.36,101.84,67.02,72.36,109.31,70.46,73.85,83,111.11,113.32,1751000,2182000,90206.257,115.315,2.4,-2.1,-12.7,48.4,6.5,4.8,-1.3,118,3.74E+11,7.30E+11,1.03E+12,95.27,191203,180603,180603,28144000000,29021000000,-877000000,97.76,95.09,97.19739,1.065941,4.799130435,4.745217391,0.194782609,7.6
2001-02-28,43066,359,30700,33583,89.477104,89.365466,95.410362,100.200098,90.41526,94.980004,97.922,101.692001,93.621475,7.1328,4.93,3.89E+12,2.07E+12,3.89E+12,80.35,56.93,90.49,136.2,70.72,79.52,85.59,101.71,67.15,72.63,109.59,70.78,74.2,83.1,111.84,114.1,1430000,2117000,89206.257,112.513,1,-2.4,-10.1,53,8,1.9,-2.5,117.7,3.70E+11,7.25E+11,1.03E+12,92.86,177412,186611,186611,28986000000,28656000000,330000000,97.29,94.63,96.92227,1.085116,4.8445,4.788,0.142,7.5
2001-03-31,40680,183,33000,33270,89.51712,89.551405,95.312233,100.197018,90.634834,95.126353,97.789937,101.666002,93.81554,7.4201,4.84,3.94E+12,2.07E+12,3.94E+12,80.71,56.97,94.76,135.77,70.73,80.53,86.34,101.51,67.09,72.9,109.23,70.82,74.06,83.3,112.3,114.65,1804000,2025000,89099.302,107.333,-0.2,-2.8,-9.3,51.4,9.5,-1.7,-3.5,115.8,3.68E+11,7.26E+11,1.03E+12,93.32,210285,187769,187769,28278000000,28849000000,-571000000,97.55,94.77,97.06309,1.099929,4.847272727,4.733181818,0.106818182,7.4
2001-04-30,41835,473,26600,33880,89.309019,89.342888,95.073126,100.189212,90.419346,94.694291,97.409346,101.52528,93.389891,7.399,5,3.96E+12,2.05E+12,3.96E+12,81.1,57.01,95.07,135.66,70.73,81.4,86.7,101.54,67.18,73.02,109.82,71.14,74.69,83.6,110.47,112.12,1771000,2027000,89099.302,102.956,-0.5,-2.3,7.6,46.6,12,-3.8,-6.4,112.8,3.74E+11,7.32E+11,1.04E+12,92.13,201359,193208,193208,28168000000,28452000000,-284000000,97.2,94.37,96.84464,1.121191,4.871428571,4.734285714,0.265714286,7.366666667
2001-05-31,42014,458,29400,30538,88.418318,88.437976,94.759807,100.180861,89.508048,93.839965,97.188581,101.714411,92.521435,7.739,5.21,3.98E+12,2.06E+12,3.98E+12,81.6,57.03,94.98,135.29,70.73,82.93,86.87,101.55,67.67,73.16,109.84,71.31,75.49,83.9,111.29,113.07,1793000,1911000,92099.302,99.588,-3.3,-3.6,15.8,46.8,21.1,-9.1,-10.8,109.3,3.70E+11,7.30E+11,1.03E+12,92.72,203831,191449,191449,28813000000,29416000000,-603000000,96.54,93.91,95.8863,1.144229,4.72173913,4.671304348,0.538695652,7.333333333
2001-06-30,42362,405,32500,34523,87.661882,87.82854,94.620574,100.169925,88.935217,93.083191,96.981503,101.626287,91.842228,7.7483,5.15,4.01E+12,2.06E+12,4.01E+12,81.65,57.04,95.11,135.27,70.73,83,86.91,101.46,67.79,73.28,109.79,71.65,75.37,83.8,111.33,113.28,1765000,1982000,89099.302,99.124,-4.1,-4.9,11.5,45.2,23.3,-12.9,-13.8,107.7,3.87E+11,7.47E+11,1.05E+12,94.5,220321,197656,197656,28141000000,28690000000,-549000000,95.83,93.35,95.25922,1.172155,4.575238095,4.455238095,0.694761905,7.3
2001-07-31,42621,348,38900,33358,88.201143,88.357129,94.712835,100.172517,89.419114,93.648831,97.202576,101.681171,92.416341,7.4968,5.15,3.99E+12,2.08E+12,3.99E+12,81.48,57.06,89.77,135.32,70.73,83.1,86.6,101.35,67.78,73.46,109.74,72.35,75.36,83.3,109.78,111.35,1725000,2068000,90099.302,99.732,-5.1,-6,24.9,45.1,24.9,-15.1,-15.4,104.8,3.87E+11,7.52E+11,1.07E+12,93.49,208338,186970,186970,27581000000,27947000000,-366000000,96.19,93.51,95.60669,1.16216,4.558181818,4.47,0.68,7.333333333
2001-08-31,42721,438,28500,31729,89.57204,89.881242,95.32678,100.193211,90.772161,95.168447,97.737713,101.667104,93.706254,7.2212,4.95,3.99E+12,2.07E+12,3.99E+12,81.48,57.12,92.51,135.3,70.74,82.28,87.07,101.22,67.79,73.77,109.88,72.69,74.86,83.3,112.5,114.37,1326000,2003000,92099.302,97.499,-6.2,-5.9,30.8,43.5,29.5,-18.8,-18.4,101.7,3.73E+11,7.45E+11,1.05E+12,92.28,148165,191229,191229,29492000000,28808000000,684000000,97.49,94.48,96.98879,1.110822,4.517391304,4.386086957,0.563913043,7.366666667
2001-09-30,42653,428,31100,34318,89.936692,90.309239,95.384303,100.200691,91.049123,95.463614,97.68471,101.600909,93.813511,7.2028,4.94,3.99E+12,2.07E+12,3.99E+12,81.63,57.14,95.58,135.39,72.04,82.39,87.23,100.95,67.99,73.97,109.9,72.19,74.77,83.2,110.77,111.94,1564000,2101000,91099.302,96.328,-7.5,-5.6,36.7,44,32.6,-23.1,-23,98.4,3.74E+11,7.44E+11,1.05E+12,95.57,153044,189989,189989,27187000000,27058000000,129000000,97.74,94.61,97.11324,1.0978,4.064,3.9565,0.9835,7.4
2001-10-31,42911,440,39100,36433,90.018966,90.346507,95.338215,100.200523,91.088931,95.447963,97.65172,101.569051,93.830964,7.2827,4.72,4.05E+12,2.10E+12,4.05E+12,81.68,57.12,95.78,135.38,72.16,82.72,87.58,101.15,67.93,74.18,109.71,72.14,74.56,82.9,109.99,112.05,1604000,2074000,92099.302,92.836,-7,-4.7,43.6,40.3,28.4,-23.3,-19.7,95.9,3.74E+11,7.47E+11,1.06E+12,93.3,198527,180403,180403,27595000000,26992000000,603000000,97.83,94.73,97.1041,1.10405,3.745652174,3.537826087,1.182173913,7.433333333
2001-11-30,43036,445,31600,32796,89.020004,89.48381,95.080456,100.189548,90.39269,94.260969,97.162793,101.332354,92.869665,7.326,4.57,4.06E+12,2.12E+12,4.06E+12,81.46,57.14,95.3,135.37,72.16,82.5,87.17,100.61,67.93,74.21,109.18,72.19,74.11,82.5,108.78,109.82,1550000,2095000,88099.302,91.074,-5.8,-3.6,44.9,40.1,27.8,-20.1,-20.4,93.3,3.74E+11,7.48E+11,1.07E+12,94.89,182000,181143,181143,27494000000,27157000000,337000000,96.85,94.08,96.39046,1.125853,3.449545455,3.348636364,1.221363636,7.466666667
2001-12-31,43282,460,29500,32687,89.339122,89.644083,95.096093,100.190143,90.658937,94.313507,96.905241,100.986392,93.011891,7.367,4.87,4.05E+12,2.13E+12,4.05E+12,81.56,57.12,95.77,135.37,72.16,82.82,87.47,100.29,67.78,74.3,109.53,72.5,74.08,82.4,109.47,110.12,1260000,2074000,89099.302,88.624,-5.3,-4.4,40.6,42.1,23.4,-17.7,-20.3,95.5,4.06E+11,7.80E+11,1.08E+12,95.02,160247,190561,190561,26962000000,27137000000,-175000000,96.99,94.31,96.80458,1.120677,3.333333333,3.264285714,1.605714286,7.5
2002-01-31,43543,436,28300,30693,89.441627,89.429697,94.9192,100.18242,90.468359,94.429918,97.234834,101.464738,93.191212,7.6192,4.93,4.10E+12,2.14E+12,4.10E+12,81.94,59.66,91.61,135.73,72.29,84.44,87.06,100.71,67.97,74.59,109.95,73.36,74.05,82.5,109.44,110.98,1483000,2222000,85227.511,89.639,-5,-3.9,39,44.5,27.2,-17,-20.8,99.4,4.15E+11,7.94E+11,1.11E+12,93.06,192089,190120,190120,27455000000,27444000000,11000000,96.96,94.53,96.7597,1.132378,3.34,3.323478261,1.606521739,7.5
2002-02-28,42727,318,27800,31385,88.928551,89.017383,94.780677,100.179112,90.073478,93.827558,96.912625,101.232837,92.644623,7.5834,4.99,4.08E+12,2.15E+12,4.08E+12,82.04,59.66,91.44,135.64,72.36,84.21,87.01,101.21,68.11,74.6,110.26,73.64,74.27,82.4,109.84,111.92,1580000,2078000,88227.511,95.285,-4.7,-4.4,39.7,47.6,32.6,-15.2,-23.5,99.5,4.04E+11,7.85E+11,1.11E+12,94.25,173064,184490,184490,27545000000,27793000000,-248000000,96.44,94.1,96.16846,1.149406,3.336,3.349,1.641,7.5
