Target,0,0,0,0,0,0,0,0,1
Transf,4,2,2,2,2,2,2,2,2
Date,"Current Account, Services, Balance, Services, EUR","Construction Production, Production in Construction, SA, Index, Italian National Institute of Statistics (Istat)","Real Estate Indicators, Personal Disposable Income, Current Prices, Federal Reserve Bank of Dallas","Real Estate Prices, All Types of Dwellings, Pure Price, Index, EUR, BIS, Residential, Price Index","Real Estate Prices, HPI, Current Prices, Federal Reserve Bank of Dallas, Residential, Price Index","Wages & Salaries, Gross Wages, Total, SA, EUR","Labor Force Statistics, Activity Rate, Italy, Total","Labor Force Statistics, Total Labor Units, Total, Labour Units & Income, SA","Gross Domestic Product, Total, Calendar Adjusted, Current Prices, SA, Market Prices, EUR"
1995-03-31,-600867000,112.11226,69.618187,63.865,60.156431,65845500000,48.348654,22585100,2.38863E+11
1995-06-30,1888619000,113.737075,70.679077,64.55,60.353418,66277500000,48.640126,22648100,2.43561E+11
1995-09-30,1681457000,116.691285,71.750529,65.339,60.3708,66728700000,48.940087,22699700,2.48915E+11
1995-12-31,505352000,123.633678,72.834832,65.944,60.13905,67748000000,48.769232,22764600,2.5529E+11
1996-03-31,-149186000,110.339734,74.337706,66.606,59.640788,68620600000,48.209243,22830100,2.57853E+11
1996-06-30,1947334000,116.838996,75.266016,66.922,59.015064,69641300000,48.813898,22754100,2.597E+11
1996-09-30,2024376000,116.543575,76.022322,67.726,58.215527,70963200000,48.972826,22823600,2.62225E+11
1996-12-31,311192000,112.703102,76.610136,68.416,57.288528,71700600000,48.84151,22786100,2.63105E+11
1997-03-31,930010000,113.737075,76.810459,69.514,55.89803,72452500000,48.323635,22798700,2.65488E+11
1997-06-30,2190218000,115.952733,77.155448,69.649,55.341831,72889000000,48.867626,22850700,2.71021E+11
1997-09-30,2142971000,117.577548,77.430308,69.683,55.446118,73774200000,48.919034,22895600,2.74535E+11
1997-12-31,657482000,118.463811,77.629088,70.003,55.608343,74057500000,48.8734,22898500,2.79835E+11
