1996-12-31,70.460782,1046,1035.75,75.836217,-0.7,1.29E+11,1.25E+11,8.74E+12,8.60E+12,5476.71,59.618718,23820400,38.9,80.227874,,-4.4,129.7,68185000000,3.09E+11,3.96E+11,-3946000000,13540000000,3.15E+11,-3946000000,13540000000
1997-03-31,70.865118,1047,1038,76.166515,-0.74,1.06E+11,1.24E+11,8.98E+12,8.87E+12,5497.15,60.051993,23875600,38.88,80.594384,,-3.9,130.4,69105000000,3.08E+11,3.95E+11,-4059000000,13687000000,3.17E+11,-4059000000,13687000000
1997-06-30,71.211196,1060,1045.75,76.349436,-0.66,2.51E+11,2.26E+11,9.30E+12,9.13E+12,5527.92,60.571924,23926400,38.89,80.246894,,-3.9,130.5,70750000000,3.11E+11,3.98E+11,-4194000000,13738000000,3.22E+11,-4194000000,13738000000
1997-09-30,71.416629,1067,1055,77.96657,-0.69,2.04E+11,2.04E+11,9.48E+12,9.32E+12,5546.38,60.918544,23978500,38.88,80.053855,,-4.6,130,74443000000,3.15E+11,4.01E+11,-4255000000,13807000000,3.25E+11,-4255000000,13807000000
1997-12-31,71.484752,1068,1060.5,78.455528,-0.73,2.19E+11,1.88E+11,9.62E+12,9.44E+12,5566.83,61.17851,24072800,38.84,79.573113,,-4.9,129.8,76528000000,3.19E+11,4.06E+11,-4240000000,14167000000,3.30E+11,-4240000000,14167000000
1998-03-31,71.952081,1058,1063.25,78.657028,-0.76,1.69E+11,1.57E+11,1.02E+13,1.01E+13,5592.01,61.438475,24179800,38.81,79.753281,64.4,-5.2,129.6,78586000000,3.24E+11,4.11E+11,-4104000000,14180000000,3.34E+11,-4104000000,14180000000
1998-06-30,72.172692,1058,1062.75,79.704358,-0.78,1.77E+11,1.70E+11,1.05E+13,1.03E+13,5619.84,61.87175,24320400,38.8,79.748651,64.4,-5.6,129.2,79231000000,3.28E+11,4.15E+11,-4062000000,14309000000,3.37E+11,-4062000000,14309000000
1998-09-30,72.589034,1057,1060.25,80.411809,-0.74,3.10E+11,2.88E+11,1.01E+13,9.93E+12,5657.61,62.131716,24460400,38.78,80.092494,65,-6.3,128.6,79086000000,3.30E+11,4.18E+11,-4069000000,14446000000,3.39E+11,-4069000000,14446000000
1998-12-31,72.816761,1074,1061.75,80.329125,-0.76,74938933000,83289925000,1.05E+13,1.03E+13,5682.21,62.305026,24566800,38.68,80.082506,65.2,-6.9,127.9,79117000000,3.33E+11,4.23E+11,-4124000000,14623000000,3.42E+11,-4124000000,14623000000
1999-03-31,73.131,1071,1065,80.665092,-0.69,4.37E+11,4.07E+11,1.11E+13,1.08E+13,5684.42,62.651646,24719800,38.65,80.505719,65.5,-6.6,128.1,78396000000,3.36E+11,4.26E+11,-4215000000,14746000000,3.44E+11,-4215000000,14746000000
1999-06-30,73.426257,1074,1069,81.206775,-0.61,2.40E+11,2.24E+11,1.15E+13,1.12E+13,5721.6,63.084922,24889500,38.58,80.715461,66.3,-4.3,130.6,80614000000,3.39E+11,4.29E+11,-4286000000,14800000000,3.47E+11,-4286000000,14800000000
1999-09-30,73.844044,1080,1074.75,81.452438,-0.47,1.87E+11,1.80E+11,1.16E+13,1.13E+13,5759.93,63.864818,25050600,38.32,80.733065,67,-3.3,131.6,83617000000,3.42E+11,4.33E+11,-4326000000,14774000000,3.52E+11,-4326000000,14774000000
1999-12-31,74.382776,1065,1072.5,82.956707,-0.37,2.78E+11,2.95E+11,1.26E+13,1.24E+13,5806.43,64.471404,25213500,38.04,80.752891,67.6,-1.8,133.4,88089000000,3.49E+11,4.40E+11,-4334000000,14747000000,3.57E+11,-4334000000,14747000000
2000-03-31,74.82259,1083,1075.5,84.035445,-0.28,2.71E+11,2.87E+11,1.31E+13,1.29E+13,5854.86,65.944541,25370900,37.2,80.970412,68.4,-2.1,133.3,93553000000,3.56E+11,4.45E+11,-4314000000,14951000000,3.63E+11,-4314000000,14951000000
2000-06-30,75.201209,1089,1079.25,85.126764,-0.27,3.63E+11,3.57E+11,1.33E+13,1.32E+13,5900.8,66.551127,25533000,36.94,81.131523,69.2,-0.8,134.9,98418000000,3.62E+11,4.49E+11,-4281000000,15107000000,3.68E+11,-4281000000,15107000000
2000-09-30,75.785921,1093,1082.5,85.790102,-0.3,2.02E+11,1.93E+11,1.34E+13,1.32E+13,5942.84,67.244367,25693000,36.78,81.747338,69.6,0.9,137,1.03E+11,3.68E+11,4.54E+11,-4239000000,15116000000,3.72E+11,-4239000000,15116000000
2000-12-31,76.482688,1127,1098,89.090795,-0.31,3.10E+11,2.90E+11,1.34E+13,1.31E+13,6012.35,67.677643,25811400,36.63,82.215956,70.2,1.4,137.8,1.09E+11,3.74E+11,4.57E+11,-4187000000,14946000000,3.77E+11,-4187000000,14946000000
2001-03-31,76.468276,1125,1108.5,88.73393,-0.25,3.87E+11,4.01E+11,1.33E+13,1.31E+13,6048.55,68.804159,25899000,36.26,82.031443,71.1,2.4,139.3,1.05E+11,3.74E+11,4.57E+11,-4130000000,15208000000,3.81E+11,-4130000000,15208000000
2001-06-30,77.371921,1139,1121,89.219121,-0.29,3.32E+11,3.12E+11,1.35E+13,1.33E+13,6078.05,69.32409,25960000,36.18,83.090477,71.1,3.7,141.2,1.05E+11,3.79E+11,4.60E+11,-4111000000,15154000000,3.83E+11,-4111000000,15154000000
2001-09-30,78.063595,1145,1134,90.647685,-0.21,2.71E+11,2.08E+11,1.28E+13,1.25E+13,6133.09,70.017331,25993800,36.13,83.626669,71.7,3.9,141.9,1.02E+11,3.80E+11,4.59E+11,-4135000000,15273000000,3.87E+11,-4135000000,15273000000
2001-12-31,78.743124,1140,1137.25,91.340409,-0.22,1.94E+11,2.34E+11,1.32E+13,1.29E+13,6186.94,70.450607,26028000,36.07,84.44098,72.2,4.2,142.8,98980000000,3.82E+11,4.61E+11,-4201000000,15365000000,3.89E+11,-4201000000,15365000000
2002-03-31,79.363522,1159,1145.75,91.874858,-0.23,3.63E+11,3.71E+11,1.35E+13,1.34E+13,6251,71.490468,26067400,35.77,85.000199,73.1,4,143.2,1.01E+11,3.86E+11,4.63E+11,-4564000000,15550000000,3.92E+11,-4564000000,15550000000
2002-06-30,80.211913,1163,1151.75,92.314176,-0.18,3.44E+11,3.55E+11,1.32E+13,1.31E+13,6319.97,71.923744,26093500,35.71,85.538384,73.7,3.4,143.1,1.02E+11,3.87E+11,4.63E+11,-4746000000,15643000000,3.96E+11,-4746000000,15643000000
2002-09-30,80.756156,1170,1158,92.742826,-0.1,2.65E+11,2.00E+11,1.26E+13,1.25E+13,6364.01,72.530329,26106100,35.67,85.857615,74.2,2.4,142.6,1.02E+11,3.90E+11,4.65E+11,-4836000000,15838000000,3.99E+11,-4836000000,15838000000
2002-12-31,81.262427,1172,1166,95.001183,-0.05,2.50E+11,2.74E+11,1.29E+13,1.29E+13,6404.72,72.87695,26123000,35.66,86.416086,74.7,2.4,143.1,1.01E+11,3.94E+11,4.66E+11,-4834000000,15980000000,4.01E+11,-4834000000,15980000000
2003-03-31,81.708074,1183,1172,93.569357,-0.01,4.46E+11,4.41E+11,1.28E+13,1.28E+13,6421.71,73.483536,26122000,35.65,86.783721,75,2.8,144.1,1.02E+11,3.98E+11,4.69E+11,-4739000000,15840000000,4.03E+11,-4739000000,15840000000
2003-06-30,82.34327,1202,1181.75,94.083692,0.03,4.36E+11,4.22E+11,1.34E+13,1.34E+13,6467.87,73.916811,26107400,35.65,87.595943,75.4,2.7,144.5,99877000000,3.99E+11,4.68E+11,-4681000000,16038000000,4.05E+11,-4681000000,16038000000
2003-09-30,83.161267,1203,1190,94.836422,0.16,2.27E+11,2.38E+11,1.35E+13,1.35E+13,6529.26,74.610052,26092600,35.65,87.807157,76,1.7,144,99289000000,4.03E+11,4.71E+11,-4636000000,16313000000,4.10E+11,-4636000000,16313000000
2003-12-31,83.687463,1214,1200.5,95.686487,0.19,3.15E+11,3.14E+11,1.39E+13,1.39E+13,6574.24,74.870017,26098100,35.66,87.69242,76.5,0,142.7,1.02E+11,4.07E+11,4.74E+11,-4605000000,16631000000,4.14E+11,-4605000000,16631000000
2004-03-31,84.716893,1225,1211,96.397232,0.24,5.02E+11,4.73E+11,1.43E+13,1.43E+13,6658.12,75.476603,26095700,35.67,88.002483,77.4,-0.2,142.9,1.03E+11,4.14E+11,4.79E+11,-4585000000,16849000000,4.20E+11,-4585000000,16849000000
2004-06-30,85.26281,1267,1227.25,97.742219,0.41,3.95E+11,4.30E+11,1.46E+13,1.46E+13,6705.86,75.909879,26121200,35.67,88.081753,78.1,1,144.4,1.07E+11,4.19E+11,4.82E+11,-4601000000,17030000000,4.23E+11,-4601000000,17030000000
2004-09-30,85.787942,1272,1244.5,98.332786,0.42,3.03E+11,3.10E+11,1.46E+13,1.46E+13,6760.16,76.77643,26153000,35.66,88.424414,78.8,1,144.9,1.09E+11,4.23E+11,4.85E+11,-4653000000,17708000000,4.26E+11,-4653000000,17708000000
2004-12-31,86.482909,1269,1258.25,98.76461,0.44,4.14E+11,3.89E+11,1.51E+13,1.51E+13,6808.47,77.036395,26196100,35.64,88.634877,79.3,0.9,145.3,1.13E+11,4.29E+11,4.89E+11,-4739000000,17618000000,4.32E+11,-4739000000,17618000000
2005-03-31,86.960357,1270,1269.5,98.803382,0.5,4.52E+11,4.55E+11,1.55E+13,1.55E+13,6841.56,77.729636,26255200,35.66,89.105228,80.1,0.5,145.2,1.14E+11,4.34E+11,4.92E+11,-4827000000,18114000000,4.35E+11,-4827000000,18114000000
2005-06-30,87.696347,1276,1271.75,99.485502,0.52,3.89E+11,4.01E+11,1.60E+13,1.60E+13,6901,78.162912,26290900,35.66,89.814842,80.6,2.3,147.6,1.16E+11,4.37E+11,4.93E+11,-4759000000,18259000000,4.39E+11,-4759000000,18259000000
2005-09-30,88.585094,1278,1273.25,100.316434,0.67,3.85E+11,3.82E+11,1.65E+13,1.65E+13,6980.86,79.202773,26329800,35.66,90.410283,81.3,2.2,148,1.20E+11,4.42E+11,4.95E+11,-4500000000,18420000000,4.42E+11,-4500000000,18420000000
2005-12-31,89.456691,1332,1289,101.394683,0.68,4.66E+11,4.51E+11,1.70E+13,1.69E+13,7045.47,79.549393,26409900,35.63,90.923039,81.8,3,149.3,1.25E+11,4.49E+11,5.00E+11,-4052000000,18566000000,4.48E+11,-4052000000,18566000000
2006-03-31,89.962018,1362,1312,102.008711,0.72,6.77E+11,7.03E+11,1.80E+13,1.80E+13,7098.76,80.155979,26473100,35.62,90.918768,82.8,3.1,150.1,1.28E+11,4.55E+11,5.02E+11,-3422000000,18465000000,4.54E+11,-3422000000,18465000000
2006-06-30,90.497928,1366,1334.5,103.81461,0.74,4.39E+11,4.27E+11,1.79E+13,1.80E+13,7141.24,80.67591,26554400,35.62,90.818247,83.1,4.1,151.7,1.30E+11,4.61E+11,5.07E+11,-3015000000,18754000000,4.61E+11,-3015000000,18754000000
2006-09-30,91.240511,1381,1360.25,104.760364,0.81,5.90E+11,5.94E+11,1.87E+13,1.88E+13,7193.2,81.455806,26655600,35.62,91.919642,83.5,4,152.2,1.30E+11,4.66E+11,5.08E+11,-2826000000,19042000000,4.64E+11,-2826000000,19042000000
2006-12-31,92.243692,1406,1378.75,106.075829,0.82,5.14E+11,4.98E+11,1.94E+13,1.93E+13,7266.41,81.715771,26746200,35.61,92.556246,83.9,4.5,153.3,1.33E+11,4.72E+11,5.13E+11,-2855000000,19514000000,4.71E+11,-2855000000,19514000000
2007-03-31,92.534558,1385,1384.5,107.136271,0.85,9.55E+11,9.21E+11,2.04E+13,2.03E+13,7292.54,82.495667,26864700,35.6,92.526653,85.4,4.5,154,1.34E+11,4.78E+11,5.18E+11,-3056000000,19715000000,4.77E+11,-3056000000,19715000000
2007-06-30,92.895134,1435,1401.75,108.469616,0.87,6.12E+11,6.49E+11,2.11E+13,2.12E+13,7324.2,83.015598,26971400,35.61,92.557512,85.3,6,156.3,1.38E+11,4.86E+11,5.23E+11,-3188000000,20065000000,4.84E+11,-3188000000,20065000000
2007-09-30,93.417111,1443,1417.25,109.403489,0.94,4.78E+11,5.07E+11,2.12E+13,2.12E+13,7380.44,83.708839,27036900,35.6,92.975127,85.7,5.9,157,1.41E+11,4.93E+11,5.26E+11,-3207000000,20328000000,4.89E+11,-3207000000,20328000000
2007-12-31,94.180856,1474,1434.25,110.829352,0.97,7.16E+11,6.97E+11,2.14E+13,2.14E+13,7438.14,84.055459,27096200,35.59,93.745112,86.3,5.1,156.9,1.43E+11,4.98E+11,5.28E+11,-3112000000,20487000000,4.93E+11,-3112000000,20487000000
2008-03-31,95.034125,1497,1462.25,112.050544,0.96,5.45E+11,5.03E+11,2.11E+13,2.10E+13,7504.45,84.835355,27153500,35.57,94.368385,87.6,5,157.6,1.47E+11,5.03E+11,5.28E+11,-3014000000,20548000000,4.99E+11,-3014000000,20548000000
2008-06-30,95.414109,1562,1494,112.283867,0.93,41673852000,77535872000,2.07E+13,2.06E+13,7528.48,85.788562,27172700,35.57,95.235332,87.6,7.1,160.6,1.48E+11,5.05E+11,5.27E+11,-2988000000,20582000000,5.00E+11,-2988000000,20582000000
2008-09-30,96.076434,1594,1531.75,111.611571,0.95,2.65E+11,2.84E+11,2.06E+13,2.05E+13,7578.08,86.395147,27136600,35.573643,96.078832,88.3,8.6,163,1.50E+11,5.07E+11,5.27E+11,-3322000000,20727000000,4.99E+11,-3322000000,20727000000
2008-12-31,96.210724,1523,1544,111.11445,0.87,3.82E+11,3.78E+11,2.01E+13,2.03E+13,7595.33,86.655113,27053400,35.547203,97.291295,88.8,8.8,164.2,1.38E+11,5.00E+11,5.22E+11,-3648000000,21007000000,4.93E+11,-3648000000,21007000000
2009-03-31,96.274035,1503,1545.5,110.929759,0.78,51708624000,42420434000,1.97E+13,1.98E+13,7581.24,87.348354,26918000,35.553,98.495174,88.3,9.9,166.5,1.25E+11,4.89E+11,5.13E+11,-3911000000,21434000000,4.85E+11,-3911000000,21434000000
2009-06-30,96.700036,1498,1529.5,111.424961,0.67,5.00E+11,4.84E+11,2.02E+13,2.02E+13,7610.41,87.694974,26814600,35.55,98.643064,88.9,11.1,168.7,1.21E+11,4.85E+11,5.10E+11,-4247000000,21813000000,4.82E+11,-4247000000,21813000000
2009-09-30,97.469153,1502,1506.5,112.054368,0.7,3.24E+11,3.45E+11,2.08E+13,2.09E+13,7677.26,88.12825,26773700,35.541,99.11019,89.7,11.5,170.4,1.22E+11,4.85E+11,5.10E+11,-4346000000,22185000000,4.82E+11,-4346000000,22185000000
2009-12-31,98.467236,1507,1502.5,112.339835,0.72,4.05E+11,4.21E+11,2.09E+13,2.10E+13,7755.78,88.30156,26770300,35.558,99.427561,90.3,12,172.1,1.28E+11,4.94E+11,5.19E+11,-4325000000,22443000000,4.88E+11,-4325000000,22443000000
2010-03-31,99.122103,1508,1503.75,113.271886,0.78,6.40E+11,6.10E+11,2.16E+13,2.16E+13,7818.91,88.994801,26789600,35.56,99.775563,90.8,10.8,172.2,1.31E+11,4.95E+11,5.17E+11,-4153000000,20160000000,4.91E+11,-4153000000,20160000000
2010-06-30,99.784977,1517,1508.5,114.137227,0.83,4.75E+11,4.18E+11,2.18E+13,2.18E+13,7874,89.428076,26817300,35.556,100.020011,91.6,9.4,171.9,1.38E+11,5.02E+11,5.21E+11,-3945000000,20370000000,4.96E+11,-3945000000,20370000000
2010-09-30,100.26947,1520,1513,114.967999,0.92,1.11E+11,1.72E+11,2.21E+13,2.21E+13,7911.11,89.688042,26862200,35.55,100.080027,92,8,171.5,1.43E+11,5.09E+11,5.26E+11,-3810000000,20713000000,5.01E+11,-3810000000,20713000000
2010-12-31,100.82345,1533,1519.5,115.308483,1.03,2.34E+11,2.80E+11,2.19E+13,2.20E+13,7947.89,89.861352,26913000,35.591,100.124399,92.7,8,172.6,1.46E+11,5.13E+11,5.28E+11,-3778000000,20989000000,5.05E+11,-3778000000,20989000000
2011-03-31,101.584217,1554,1531,115.888091,1.22,4.59E+11,4.31E+11,2.23E+13,2.23E+13,7985.57,90.814558,26977900,35.584,100.072286,94.1,7.2,172.8,1.56E+11,5.24E+11,5.36E+11,-3877000000,21415000000,5.11E+11,-3877000000,21415000000
2011-06-30,102.052894,1593,1550,116.549311,1.42,4.65E+11,5.17E+11,2.26E+13,2.27E+13,8009.66,91.334489,27037000,35.566,100.701987,94.4,8.4,175.3,1.56E+11,5.24E+11,5.34E+11,-3879000000,21689000000,5.13E+11,-3879000000,21689000000
2011-09-30,102.446468,1624,1576,116.555932,1.44,6.55E+11,6.38E+11,2.27E+13,2.28E+13,8031.05,91.681109,27074000,35.574,100.996985,94.9,9.3,177.4,1.56E+11,5.25E+11,5.34E+11,-3913000000,21947000000,5.15E+11,-3913000000,21947000000
2011-12-31,103.209093,1638,1602.25,116.876598,1.28,1.41E+11,1.63E+11,2.27E+13,2.28E+13,8077.16,91.941075,27101900,35.581,101.568645,95.7,9.5,178.7,1.57E+11,5.25E+11,5.32E+11,-3998000000,22316000000,5.18E+11,-3998000000,22316000000
2012-03-31,103.744726,1617,1618,117.91705,1.22,4.19E+11,4.13E+11,2.33E+13,2.34E+13,8127.1,92.807626,27127200,35.579,102.10811,96,10.1,180.7,1.59E+11,5.28E+11,5.33E+11,-4094000000,22405000000,5.20E+11,-4094000000,22405000000
2012-06-30,104.213012,1666,1636.25,118.615359,1.14,2.72E+11,2.87E+11,2.33E+13,2.34E+13,8158.2,93.327556,27143800,35.6,102.808212,96.6,10.7,182.6,1.59E+11,5.28E+11,5.31E+11,-4175000000,22598000000,5.21E+11,-4175000000,22598000000
2012-09-30,104.841573,1648,1642.25,118.399732,1.19,85895197000,43179396000,2.36E+13,2.36E+13,8214.47,93.760832,27146700,35.58,103.242921,97.3,9.4,182.5,1.60E+11,5.30E+11,5.33E+11,-4234000000,22910000000,5.24E+11,-4234000000,22910000000
2012-12-31,105.416876,1639,1642.5,116.429477,1.12,1.32E+11,1.98E+11,2.36E+13,2.37E+13,8239,93.934142,27140900,35.603,103.86452,98,8.5,182.9,1.59E+11,5.30E+11,5.32E+11,-4270000000,23554000000,5.24E+11,-4270000000,23554000000
2013-03-31,105.636466,1646,1649.75,117.583952,1.15,4.17E+11,4.01E+11,2.44E+13,2.43E+13,8258.83,94.714038,27154400,35.59,104.184407,96.3,7.3,182.8,1.59E+11,5.31E+11,5.32E+11,-4287000000,23707000000,5.25E+11,-4287000000,23707000000
2013-06-30,106.330846,1637,1642.5,117.469868,1.15,85040657000,98377776000,2.42E+13,2.42E+13,8305.57,95.060659,27163300,35.59,104.18294,97.2,4.9,181.4,1.60E+11,5.34E+11,5.35E+11,-4305000000,23987000000,5.30E+11,-4305000000,23987000000
2013-09-30,106.821273,1612,1633.5,117.311354,1.22,-28841145000,-8219028000,2.44E+13,2.44E+13,8328.14,95.320624,27188900,35.6,104.734185,97.9,4.3,181.9,1.62E+11,5.36E+11,5.37E+11,-4329000000,24207000000,5.30E+11,-4329000000,24207000000
2013-12-31,106.970261,1615,1627.5,116.996447,1.16,26548190000,25525509000,2.44E+13,2.43E+13,8343.89,95.493934,27251600,35.59,104.623454,98.3,2.7,181.2,1.63E+11,5.39E+11,5.40E+11,-4358000000,24315000000,5.33E+11,-4358000000,24315000000
2014-03-31,107.217191,1648,1628,114.996793,1.1,4.07E+11,4.51E+11,2.53E+13,2.53E+13,8341.24,96.187175,27302200,35.58,104.98752,97.7,3.2,182.7,1.64E+11,5.41E+11,5.40E+11,-4391000000,24524000000,5.35E+11,-4391000000,24524000000
2014-06-30,107.53993,1621,1624,115.315888,1.04,3.75E+11,3.71E+11,2.57E+13,2.57E+13,8362.37,96.533795,27339500,35.594,105.282359,97.9,4.2,184.8,1.65E+11,5.43E+11,5.43E+11,-4439000000,24589000000,5.36E+11,-4439000000,24589000000
2014-09-30,107.852786,1627,1627.75,116.014922,0.97,3.04E+11,3.01E+11,2.60E+13,2.60E+13,8385.27,96.707106,27349300,35.582,105.151732,98.3,4.4,186,1.67E+11,5.46E+11,5.46E+11,-4502000000,24744000000,5.39E+11,-4502000000,24744000000
2014-12-31,108.144282,1625,1630.25,116.081149,0.85,2.54E+11,2.41E+11,2.62E+13,2.62E+13,8406.78,96.880416,27343000,35.596,105.294836,98.5,4.2,186.8,1.68E+11,5.46E+11,5.47E+11,-4579000000,24814000000,5.42E+11,-4579000000,24814000000
2015-03-31,108.327287,1632,1626.25,116.622416,0.88,6.10E+11,6.31E+11,2.78E+13,2.77E+13,8441.56,97.400347,27343400,35.596,104.99615,98.4,5.7,189.5,1.69E+11,5.50E+11,5.50E+11,-4670000000,24806000000,5.46E+11,-4670000000,24806000000
2015-06-30,108.669717,1614,1624.5,116.745519,0.86,3.63E+11,3.46E+11,2.73E+13,2.72E+13,8473.76,97.660312,27366600,35.596,105.453987,98.7,4.9,189.9,1.71E+11,5.49E+11,5.48E+11,-4746000000,25057000000,5.47E+11,-4746000000,25057000000
2015-09-30,109.013237,1608,1619.75,117.416384,0.98,3.38E+11,3.50E+11,2.70E+13,2.70E+13,8492.5,97.833622,27407600,35.608,105.506239,99.1,4.4,190.3,1.72E+11,5.55E+11,5.53E+11,-4805000000,25292000000,5.51E+11,-4805000000,25292000000
2015-12-31,109.373743,1629,1620.75,118.121997,0.99,4.01E+11,4.00E+11,2.75E+13,2.74E+13,8525.32,98.006932,27445800,35.62,105.786913,99.5,5.4,192.6,1.73E+11,5.58E+11,5.57E+11,-4849000000,25402000000,5.53E+11,-4849000000,25402000000
2016-03-31,109.84751,1615,1616.5,118.639809,0.98,5.18E+11,5.34E+11,2.76E+13,2.76E+13,8545.4,98.526863,27488700,35.629,105.727382,100.2,2.7,190.8,1.70E+11,5.60E+11,5.60E+11,-4896000000,25449000000,5.58E+11,-4896000000,25449000000
2016-06-30,109.794511,1622,1618.5,118.824487,1.08,5.84E+11,5.93E+11,2.80E+13,2.80E+13,8551.87,98.786828,27533800,35.617,106.156711,99.8,4.2,193.5,1.69E+11,5.58E+11,5.57E+11,-4915000000,25563000000,5.56E+11,-4915000000,25563000000
2016-09-30,110.20679,1643,1627.25,119.786452,1.09,2.77E+11,2.94E+11,2.83E+13,2.83E+13,8584.2,98.960139,27597700,35.626,106.574186,100,4.7,195,1.74E+11,5.63E+11,5.60E+11,-4924000000,25620000000,5.58E+11,-4924000000,25620000000
2016-12-31,110.69684,1645,1631.25,120.093893,1.17,3.30E+11,3.09E+11,2.87E+13,2.87E+13,8613.98,99.133449,27648600,35.62,106.595554,100.1,4.9,196.4,1.77E+11,5.65E+11,5.62E+11,-4923000000,26025000000,5.61E+11,-4923000000,26025000000
2017-03-31,111.59914,1650,1640,121.190698,1.32,9.37E+11,9.78E+11,2.97E+13,2.97E+13,8677.2,99.65338,27710800,35.631,106.795908,100.7,6,198.7,1.83E+11,5.77E+11,5.71E+11,-4899000000,26128000000,5.67E+11,-4899000000,26128000000
2017-06-30,111.939095,1664,1650.5,121.958732,1.44,4.11E+11,3.82E+11,3.00E+13,3.00E+13,8700.12,100,27806200,35.625,106.762117,100.8,5,198.9,1.81E+11,5.77E+11,5.70E+11,-4933000000,26236000000,5.72E+11,-4933000000,26236000000
2017-09-30,112.360019,1670,1657.25,122.558506,1.57,4.48E+11,4.52E+11,3.04E+13,3.04E+13,8735.42,100.3,27881000,35.617,106.76923,101.1,4,199,1.83E+11,5.82E+11,5.75E+11,-5011000000,26375000000,5.76E+11,-5011000000,26375000000
2017-12-31,112.874574,1667,1662.75,123.471945,1.56,1.93E+11,1.97E+11,3.04E+13,3.04E+13,8783.84,100.4,27971100,35.607,106.816903,101.5,3.2,199.3,1.86E+11,5.85E+11,5.77E+11,-5133000000,26643000000,5.80E+11,-5133000000,26643000000
